Среднее арифметическое;4.5368
Стандартное отклонение;0.012000000000000002
Нижняя граница доверительного интервала;4.53339
Верхняя граница доверительного интервала;4.54021
Начальное значение (b) - метод парных точек;4.5
Наклон (k) - метод парных точек;0.00122
